Year,Locationabbr,Locationdesc,Topic,Question,Response,Data_value
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,41.2
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,58.8
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,52.5
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,47.5
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.6
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.4
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,66.1
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,33.9
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,39.6
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,60.4
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,38.5
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,61.5
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,55.6
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,44.4
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,57.6
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,42.4
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,62.8
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,37.2
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,65.7
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,34.3
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,63.7
2023,AL,Alabama,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,36.3
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.7
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.3
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,21.7
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,78.3
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,33.9
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,66.1
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,72.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.5
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.5
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,23.7
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,76.3
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,23.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,77.0
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,18.8
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,81.2
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,24.6
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.4
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,22.1
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,77.9
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,34.9
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,65.1
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.9
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.1
2023,AL,Alabama,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,15.4
